Date,Content,Source
2024-07-24 20:38:00,"Ban Tổ chức Lễ tang sẽ tạo điều kiện sắp xếp cho nhân dân vào viếng Tổng Bí thư. Khi đến viếng, người dân mang theo thẻ căn cước công dân gắn chip điện tử hoặc điện thoại di động cài đặt VNeID kích hoạt mức độ 2 để quét mã QR.",https://thanhnien.vn/nhan-dan-co-the-truc-tiep-den-vieng-tong-bi-thu-nguyen-phu-trong-nhu-the-nao-185240724201732522.htm
2024-07-24 22:07:00,"Tổng Bí thư Nguyễn Phú Trọng đã cống hiến không biết mệt mỏi cả cuộc đời vì đất nước và vì nhân dân Việt Nam cho đến hơi thở cuối cùng. Đó là những lời xúc động trong bức tâm thư của Phu nhân Tổng Bí thư Lào Naly Sisoulith gửi Phu nhân Tổng Bí thư Nguyễn Phú Trọng, bà Ngô Thị Mận.",https://thanhnien.vn/phu-nhan-tong-bi-thu-lao-gui-thu-tay-chia-buon-den-phu-nhan-tong-bi-thu-nguyen-phutrong-185240724214044321.htm
2024-07-24 20:41:00,"Hôm nay, lãnh đạo các nước tiếp tục gửi điện, thư, thông điệp chia buồn tới Đảng, Nhà nước, nhân dân Việt Nam và gia đình Tổng Bí thư Nguyễn Phú Trọng.",https://thanhnien.vn/lanh-dao-cac-nuoc-chia-buon-tong-bi-thu-nguyen-phu-trong-tu-tran-185240724200005688.htm
2024-07-24 20:23:00,"Thủ tướng Chính phủ Phạm Minh Chính yêu cầu Chủ tịch UBND tỉnh Sơn La trực tiếp chỉ đạo khắc phục nhanh hậu quả mưa lũ, sạt lở đất do ảnh hưởng của bão số 2. Cạnh đó, xác định các trường hợp mất tích để tìm kiếm với tinh thần khẩn trương nhất.",https://thanhnien.vn/9-nguoi-chet-va-mat-tich-do-mua-lu-o-son-la-thu-tuong-chi-dao-khan-185240724200128767.htm
2024-07-24 19:24:00,"Trong 2 ngày Quốc tang Tổng Bí thư Nguyễn Phú Trọng, thủ đô Hà Nội và TP.HCM vừa có nắng, vừa có mưa, mưa rào và giông.",https://thanhnien.vn/thoi-tiet-ha-noi-va-tphcm-trong-2-ngay-quoc-tang-185240724185103191.htm
2024-07-24 17:55:00,"Với những biến động trong đảng Dân chủ, Phó tổng thống Mỹ Kamala Harris không có nhiều thời gian để quyết định người đồng hành trên đường đua tranh cử.",https://thanhnien.vn/dang-dan-chu-chay-dua-voi-thoi-gian-tim-pho-tuong-cho-ba-harris-185240724172959397.htm
2024-07-24 17:48:00,"Thứ trưởng Bộ KH-ĐT Trần Duy Đông được điều động, chỉ định giữ chức Phó bí thư Tỉnh ủy Vĩnh Phúc nhiệm kỳ 2020 - 2025.",https://thanhnien.vn/thu-truong-bo-kh-dt-tran-duy-dong-giu-chuc-pho-bi-thu-tinh-uy-vinh-phuc-185240724171554596.htm
2024-07-24 18:26:00,Phó thủ tướng Trần Lưu Quang đã ký Quyết định số 707/QĐ-TTg phê chuẩn kết quả miễn nhiệm chức vụ Chủ tịch UBND tỉnh Bắc Ninh nhiệm kỳ 2021 - 2026 với bà Nguyễn Hương Giang.,https://thanhnien.vn/chinh-phu-phe-chuan-mien-nhiem-chu-tich-ubnd-tinh-bac-ninh-nguyen-huong-giang-185240724182046603.htm
2024-07-24 18:39:00,"Đêm 23.7.2024 là một đêm không ngủ của nhiều người dân tại huyện Chương Mỹ, thành phố Hà Nội. Mưa lớn kéo dài, nước lũ trên sông Bùi dâng cao khiến nhiều nhà dân ngập nặng, hối hả chạy lũ lúc rạng sáng.",https://thanhnien.vn/flycam-nuoc-song-bui-dang-nhanh-nhu-duoi-nguoi-ha-noi-hoi-ha-chay-lu-185240724180604488.htm
2024-07-24 21:18:00,"Người dân, người nhà bệnh nhân tại khu vực Bệnh viện K cơ sở Tân Triều (Hà Nội) khổ sở vì tuyến đường đi qua đây ngập nước cả ngày chưa rút.",https://thanhnien.vn/kho-so-vi-duong-pho-ha-noi-ngap-ca-ngay-khong-rut-185240724205308536.htm
2024-07-24 18:58:00,"Công an tỉnh Quảng Ngãi xử phạt H.V.T (29 tuổi) 7,5 triệu vì đăng thông tin sai sự thật, phủ nhận những thành tựu, đóng góp to lớn của Tổng Bí thư Nguyễn Phú Trọng.",https://thanhnien.vn/phat-mot-ca-nhan-dang-thong-tin-sai-su-that-ve-tong-bi-thu-nguyen-phu-trong-185240724173954791.htm
2024-07-24 20:53:00,Có thông tin một sĩ quan tình báo quân sự Nga và vợ đã bị thương nặng sau khi chiếc xe hơi của họ phát nổ tại Moscow ngày 24.7.,https://thanhnien.vn/xem-vu-no-xe-tai-moscow-lam-bi-thuong-nang-si-quan-tinh-bao-nga-185240724201545074.htm
2024-07-24 19:28:00,"Chiều 24.7, công tác chuẩn bị Quốc tang Tổng Bí thư Nguyễn Phú Trọng tại Hội trường Thống Nhất (số 135 Nam Kỳ Khởi Nghĩa, P.Bến Nghé, Q.1) cơ bản hoàn tất.",https://thanhnien.vn/tphcm-chuan-bi-chu-dao-quoc-tang-tong-bi-thu-nguyen-phu-trong-185240724183625234.htm
2024-07-24 22:18:00,"Đội Olympic Argentina suýt nhận cú sốc trong trận ra quân bảng B khi may mắn hòa Ma Rốc 2-2 thuộc khuôn khổ môn bóng đá nam tại Olympic 2024 diễn ra tối 24.7. Tại bảng C, Tây Ban Nha nhọc nhằn vượt qua Uzbekistan 2-1.",https://thanhnien.vn/bong-da-nam-olympic-2024-argentina-may-man-tranh-that-bai-soc-ngay-ra-quan-185240724221228206.htm
2024-07-24 20:25:00,"Ngày 24.7, Công ty 732 (Binh đoàn 15) đã tổ chức khánh thành, bàn giao, đưa vào sử dụng 6 ngôi nhà tình nghĩa, nhà đồng đội cho các gia đình chính sách và hộ nghèo trên địa bàn H.Ngọc Hồi, Kon Tum.",https://thanhnien.vn/tang-6-nha-tinh-nghia-nha-dong-doi-cho-gia-dinh-chinh-sach-ho-ngheo-185240724180005424.htm
2024-07-24 20:00:00,'Xem nhanh 20h' ngày 24.7 có nhiều tin tức đáng chú ý về: ASEAN ra tuyên bố chung chia buồn Tổng Bí thư Nguyễn Phú Trọng từ trần; Chủ tịch Quốc hội Cuba đến Hà Nội dự lễ tang Tổng Bí thư Nguyễn Phú Trọng; Tổng Bí thư Nguyễn Phú Trọng trong ký ức người thầy;...,https://thanhnien.vn/xem-nhanh-20h-ngay-247-tuoi-hoc-tro-cua-tong-bi-thu-nguyen-phu-trong-chu-tich-quoc-hoi-cuba-den-ha-noi-185240724185726157.htm
2024-07-24 20:00:00,Thí sinh cần lọc ra và sắp xếp chọn lọc các nguyện vọng trước khi thực hiện việc đăng ký (nguyện vọng trúng tuyển sớm và nguyện vọng đăng ký mới).,https://thanhnien.vn/bi-quyet-sap-xep-nguyen-vong-theo-diem-hoc-ba-hoac-diem-thi-cho-thi-sinh-xet-tuyen-dai-hoc-18524072417441385.htm
2024-07-24 19:35:00,2 cung thủ Việt Nam sẽ khởi đầu Olympic 2024 bằng trận ra quân vòng loại xếp hạng vào ngày 25.7 khi Đỗ Thị Ánh Nguyệt sẽ tranh với VĐV Slovenia. Còn Lê Quốc Phong gặp VĐV Ukraine.,https://thanhnien.vn/ban-cung-linh-an-tien-phong-lo-dien-cac-doi-thu-cuc-manh-cua-anh-nguyet-va-quoc-phong-185240724183213001.htm
2024-07-24 04:14:00,"Chuẩn bị năm học mới, sách giáo khoa giả một lần nữa trở thành vấn đề khiến nhiều phụ huynh lo ngại. Sự lo ngại là không thừa khi sách giáo khoa giả có chất lượng in kém có thể ảnh hưởng đến thị lực học sinh, hay thông tin không chuẩn xác ảnh hưởng đến việc tiếp thu kiến thức.",https://thanhnien.vn/khong-chi-la-chuyen-sach-gia-185240723212640279.htm
2024-07-24 11:19:00,"Tại kỳ họp thứ 24, HĐND tỉnh Bình Thuận khóa X vừa qua, một vấn đề được cử tri và nhiều đại biểu HĐND tỉnh quan tâm, chất vấn đó là tình trạng trẻ ngồi nhầm lớp.",https://thanhnien.vn/dung-de-tre-ngoi-nham-lop-185240723185116747.htm
2024-07-24 19:05:00,"Vụ va chạm giữa xe tải và xe máy ở TX.Phú Mỹ (Bà Rịa - Vũng Tàu) khiến người phụ nữ tử vong tại chỗ, kẹt dưới cabin.",https://thanhnien.vn/va-cham-voi-xe-tai-nguoi-phu-nu-tu-vong-ket-duoi-cabin-185240724181405476.htm
2024-07-24 16:52:00,"Mưa lớn tại TP.Sơn La từ đêm qua khiến nước lũ cuồn cuộn đổ về, nhiều nơi tại đây ngập sâu, ảnh hưởng lớn đến việc đi lại của người dân.",https://thanhnien.vn/toan-canh-tpson-la-ngap-lut-boi-mua-lu-185240724154255982.htm
2024-07-24 22:23:00,"Những chuyên gia thăm dò ước tính mỏ Mes Aynak, cách thủ đô Kabul khoảng 40 km về phía đông nam, chứa 11,5 triệu tấn quặng đồng.",https://thanhnien.vn/trung-quoc-dong-tho-khai-thac-mo-dong-lon-hang-dau-the-gioi-tai-afghanistan-18524072421590416.htm
